year,duration,start_time,end_time,area,lat,lon
2023,57,1695600000000000000,1700524800000000000,62311128.26154345,39.125,350.375
2023,16,1701993600000000000,1703376000000000000,62311128.26154345,39.125,350.375
2024,46,1705536000000000000,1709510400000000000,62311128.26154345,39.125,350.375
2024,12,1712966400000000000,1714003200000000000,62311128.26154345,39.125,350.375
2024,19,1732320000000000000,1733961600000000000,62311128.26154345,39.125,350.375
2024,6,1735171200000000000,1735689600000000000,62311128.26154345,39.125,350.375
2025,7,1736553600000000000,1737158400000000000,62311128.26154345,39.125,350.375
2025,6,1744070400000000000,1744588800000000000,62311128.26154345,39.125,350.375
2025,6,1747440000000000000,1747958400000000000,62311128.26154345,39.125,350.375
1982,6,382060800000000000,382579200000000000,62311128.26154329,39.125,350.625
1983,12,426988800000000000,428025600000000000,62311128.26154329,39.125,350.625
1983,8,429667200000000000,430358400000000000,62311128.26154329,39.125,350.625
1983,25,438393600000000000,440553600000000000,62311128.26154329,39.125,350.625
1984,6,458092800000000000,458611200000000000,62311128.26154329,39.125,350.625
1984,9,458956800000000000,459734400000000000,62311128.26154329,39.125,350.625
1986,6,527385600000000000,527904000000000000,62311128.26154329,39.125,350.625
1987,6,559699200000000000,560217600000000000,62311128.26154329,39.125,350.625
1988,11,595382400000000000,596332800000000000,62311128.26154329,39.125,350.625
1988,5,596592000000000000,597024000000000000,62311128.26154329,39.125,350.625
1989,7,605232000000000000,605836800000000000,62311128.26154329,39.125,350.625
1989,29,617932800000000000,620438400000000000,62311128.26154329,39.125,350.625
1989,6,625622400000000000,626140800000000000,62311128.26154329,39.125,350.625
1989,14,629424000000000000,630633600000000000,62311128.26154329,39.125,350.625
1990,18,635040000000000000,636595200000000000,62311128.26154329,39.125,350.625
1990,11,637545600000000000,638496000000000000,62311128.26154329,39.125,350.625
1990,14,648172800000000000,649382400000000000,62311128.26154329,39.125,350.625
1990,11,649641600000000000,650592000000000000,62311128.26154329,39.125,350.625
1991,23,683510400000000000,685497600000000000,62311128.26154329,39.125,350.625
1994,6,771984000000000000,772502400000000000,62311128.26154329,39.125,350.625
1995,6,805766400000000000,806284800000000000,62311128.26154329,39.125,350.625
1995,5,809654400000000000,810086400000000000,62311128.26154329,39.125,350.625
1995,6,815616000000000000,816134400000000000,62311128.26154329,39.125,350.625
1995,13,816739200000000000,817862400000000000,62311128.26154329,39.125,350.625
1995,53,819417600000000000,823996800000000000,62311128.26154329,39.125,350.625
1997,69,856915200000000000,862876800000000000,62311128.26154329,39.125,350.625
1997,25,864518400000000000,866678400000000000,62311128.26154329,39.125,350.625
1998,11,887673600000000000,888624000000000000,62311128.26154329,39.125,350.625
1998,11,889056000000000000,890006400000000000,62311128.26154329,39.125,350.625
1998,14,890524800000000000,891734400000000000,62311128.26154329,39.125,350.625
1999,15,935712000000000000,937008000000000000,62311128.26154329,39.125,350.625
2000,6,958262400000000000,958780800000000000,62311128.26154329,39.125,350.625
2000,10,962236800000000000,963100800000000000,62311128.26154329,39.125,350.625
2002,32,1009929600000000000,1012694400000000000,62311128.26154329,39.125,350.625
2002,13,1013040000000000000,1014163200000000000,62311128.26154329,39.125,350.625
2002,6,1017100800000000000,1017619200000000000,62311128.26154329,39.125,350.625
2003,5,1062115200000000000,1062547200000000000,62311128.26154329,39.125,350.625
2003,12,1064016000000000000,1065052800000000000,62311128.26154329,39.125,350.625
2004,13,1087689600000000000,1088812800000000000,62311128.26154329,39.125,350.625
2004,23,1091664000000000000,1093651200000000000,62311128.26154329,39.125,350.625
2005,5,1121385600000000000,1121817600000000000,62311128.26154329,39.125,350.625
2005,5,1123977600000000000,1124409600000000000,62311128.26154329,39.125,350.625
2006,18,1149292800000000000,1150848000000000000,62311128.26154329,39.125,350.625
2006,15,1153353600000000000,1154649600000000000,62311128.26154329,39.125,350.625
2006,10,1159488000000000000,1160352000000000000,62311128.26154329,39.125,350.625
